,molecule_chembl_id,IC50,smiles,pIC50,ROMol
1574,CHEMBL252081,2500.0,CC(C)c1cccc(C2=CCN(C(=O)[C@H]3NCC4(CC4)C[C@@H]3C(=O)NO)CC2)c1,5.6020599913279625,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b95930>
1575,CHEMBL376314,2500.0,CC#CCOc1ccc(S(=O)(=O)C(CCCCCC)C(=O)NO)cc1,5.6020599913279625,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b959a0>
1576,CHEMBL4218036,2500.0,COc1ccc(-c2ccc(S(=O)(=O)c3ccccc3CP(=O)(O)O)cc2)cc1,5.6020599913279625,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b95a10>
1577,CHEMBL33915,2500.0,O=C(NO)C(CCCc1ccccc1)CS(=O)(=O)c1ccc(C(O)c2ccccc2)cc1,5.6020599913279625,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b95a80>
1578,CHEMBL497222,2500.0,CN1CCN(C(=O)CC2CC[C@H](C(=O)N3CCN(c4ccccc4)CC3)[C@@H](C(=O)NO)C2)CC1,5.6020599913279625,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b95af0>
1579,CHEMBL1082370,2501.0,O=C(NO)C1(S(=O)(=O)c2ccc(N3CCC(c4cccc5ccccc45)CC3)cc2)CCOCC1,5.601886308269497,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b95b60>
1583,CHEMBL29801,2600.0,CCc1ccc(C(C(=O)NC(C)(C)C)N2C(=O)[C@H](CS)NC(=O)[C@@H]2Cc2ccc([N+](=O)[O-])cc2)cc1,5.585026652029182,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b95bd0>
1585,CHEMBL429669,2623.0,O=C(NO)[C@H]1CC2(CC2)CN(C(=O)OC2CCOCC2)[C@@H]1C(=O)N1CCN(c2ccccc2)CC1,5.581201709409647,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b95c40>
1586,CHEMBL447,2643.0,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,5.57790283686829,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b95cb0>
1587,CHEMBL50437,2700.0,CCCCc1ccc(C#Cc2ccc(S(=O)(=O)N[C@H](Cc3c[nH]c4ccccc34)C(=O)O)s2)cc1,5.568636235841012,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b95d20>
1588,CHEMBL277206,2827.0,CCN(CC)CC#CCOc1ccc(S(=O)(=O)N(C)c2c(C)cc(Br)cc2C(=O)NO)cc1,5.5486741915104805,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b95d90>
1589,CHEMBL1083906,2860.0,Cc1ccccc1N1CCN(c2ccc(S(=O)(=O)C3(C(=O)NO)CCOCC3)cc2)CC1,5.543633966870956,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b95e00>
1590,CHEMBL3955430,2900.0,O=C(NCc1cccc(N2CCN(C(=O)Cc3n[nH]c(=O)[nH]3)CC2)c1)c1nc2ccccc2c(=O)[nH]1,5.537602002101044,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b95e70>
1591,CHEMBL26913,2900.0,CCCN1C(=O)[C@H](CS)NC(=O)[C@@H]1Cc1ccc([N+](=O)[O-])cc1,5.537602002101044,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b95ee0>
1593,CHEMBL4209100,2960.0,COc1ccc(-c2ccc(Sc3ccccc3C(CCC(=O)O)C(=O)O)cc2)cc1,5.528708288941061,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b95f50>
1594,CHEMBL85026,2990.0,CCCCOc1ccc(S(=O)(=O)NC(C(=O)O)C2CCN(C(=O)OCCOC)CC2)cc1,5.52432881167557,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b95fc0>
1595,CHEMBL223888,3000.0,CC#CCOc1ccc(SC(CCCCCC)C(=O)NO)cc1,5.522878745280337,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b96030>
1596,CHEMBL94348,3000.0,CCNC(=O)P(=O)(O)O,5.522878745280337,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b960a0>
1597,CHEMBL584147,3000.0,COc1ccc(-c2ccc(S(=O)(=O)c3ccccc3C(C)C(=O)O)cc2)cc1,5.522878745280337,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b96110>
1598,CHEMBL222992,3000.0,CC#CCOc1ccc(SC(C(=O)NO)C2CCCCC2)cc1,5.522878745280337,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b96180>
1599,CHEMBL253374,3000.0,O=C(OCc1ccc(F)cc1)c1cccc(=O)[nH]1,5.522878745280337,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b961f0>
1600,CHEMBL2151364,3010.0,CN(C)C(=O)c1ccc(-c2ccc(C(=O)CC3(O)C(=O)NC(=O)NC3=O)cc2)cc1,5.521433504406156,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b96260>
1601,CHEMBL252442,3048.0,COC(=O)N1CC2(CC2)C[C@H](C(=O)NO)[C@H]1C(=O)N1CC=C(c2ccccc2)C1,5.515985037332437,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b962d0>
1602,CHEMBL253489,3050.0,Cc1ccc2oc(=O)c(CCC(=O)NO)cc2c1,5.515700160653214,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b96340>
1603,CHEMBL1784339,3100.0,Cc1cc(F)ccc1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCOCC2)CC1,5.508638306165727,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b963b0>
1605,CHEMBL83616,3110.0,O=C(CC(CSc1ccccc1)C(=O)O)c1ccc(-c2ccc(Cl)cc2)cc1,5.507239610973162,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b96490>
1606,CHEMBL147604,3118.0,O=C(NO)C1c2ccc(OCc3ccccc3)cc2CCN1S(=O)(=O)c1cc(Cl)ccc1Cl,5.506123889147178,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b96500>
1607,CHEMBL3622785,3190.0,CCOc1ccc(C2=NN(c3ccc(S(N)(=O)=O)cc3)C(c3cccc4ccccc34)C2)cc1,5.496209316942819,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b96570>
1609,CHEMBL563026,3200.0,CC(C)ON(CC(=O)NO)S(=O)(=O)c1ccc(-c2ccc(F)cc2)s1,5.494850021680094,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b96650>
1610,CHEMBL30055,3200.0,CCCCOc1ccc(C(C(=O)NC(C)(C)C)N2C(=O)[C@H](CS)NC(=O)[C@@H]2Cc2ccc([N+](=O)[O-])cc2)cc1,5.494850021680094,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b966c0>
1612,CHEMBL379247,3390.0,O=C(O)CC(CC1CCCC1)C(=O)c1ccc(C#Cc2ccccc2)cc1,5.4698003017969175,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b96730>
1613,CHEMBL157243,3400.0,O=C(O)[C@@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c1ccccc1,5.468521082957745,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b967a0>
1614,CHEMBL226439,3400.0,COc1ccc(S(=O)(=O)N(CC(=O)NO)OC(C)C)cc1,5.468521082957745,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b96810>
1615,CHEMBL4783080,3420.0,COc1ccc(S(=O)(=O)N2C[C@H](NC(=O)[C@H](CCCN)NC(=O)OC(C)(C)C)C[C@@H]2C(=O)NO)cc1,5.465973893943865,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b96880>
1620,CHEMBL2326364,3600.0,O=C(O)Cc1ccccc1S(=O)(=O)c1ccc(-c2ccc(F)cc2)cc1,5.443697499232712,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b969d0>
1621,CHEMBL202875,3600.0,CCC(CC(=O)O)C(=O)c1ccc(C#Cc2ccccc2)cc1,5.443697499232712,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b96a40>
1622,CHEMBL4213651,3700.0,COc1ccc(-c2ccc(S(=O)(=O)c3ccccc3CC(=O)NS(C)(=O)=O)cc2)cc1,5.431798275933005,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b96ab0>
1623,CHEMBL42938,3800.0,CC(C)[C@@H](NS(=O)(=O)c1ccc(-c2ccc(C#N)cc2)cc1)C(=O)O,5.42021640338319,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b96b20>
1624,CHEMBL3617406,3900.0,CC(=O)NCC[C@H](C(=O)NO)N(OC(C)C)S(=O)(=O)c1ccccc1,5.4089353929735005,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b96b90>
1625,CHEMBL43113,3900.0,Cc1ccc(-c2ccc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)cc2)cc1,5.4089353929735005,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b96c00>
1627,CHEMBL356124,4100.0,COc1ccc(S(=O)(=O)N2CCc3cc(O)ccc3C2C(=O)NO)cc1,5.3872161432802645,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b96c70>
1628,CHEMBL3827735,4282.0,O=C(CC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O)Nc1ccccc1,5.36835333704158,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b96ce0>
1629,CHEMBL3622221,4290.0,Cc1cccc(C2=NN(c3ccc(S(N)(=O)=O)cc3)C(c3cccc4ccccc34)C2)c1,5.367542707815275,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b96d50>
1630,CHEMBL280824,4300.0,CC(C)(C)NC(=O)C(c1ccc(-c2ccccc2)cc1)N1C(=O)[C@H](CS)NC(=O)[C@@H]1Cc1ccc([N+](=O)[O-])cc1,5.366531544420413,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b96dc0>
1631,CHEMBL4531703,4370.0,O=C(NO)[C@H]1CCCC1S(=O)(=O)c1ccc(Cl)c(Cl)c1,5.359518563029578,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b96e30>
1632,CHEMBL550628,4400.0,CCCCc1ccc(C#Cc2ccc(S(=O)(=O)N(CC(=O)NO)OC(C)C)s2)cc1,5.356547323513812,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b96ea0>
1633,CHEMBL29505,4400.0,CC(C)(C)NC(=O)C(c1ccc(Oc2ccccc2)cc1)N1C(=O)[C@H](CS)NC(=O)[C@@H]1Cc1ccc([N+](=O)[O-])cc1,5.356547323513812,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b96f10>
1635,CHEMBL3770688,4500.0,Cc1cc(C#N)ccc1N1CCN(S(=O)(=O)N[C@H](CCCNC(=O)OCc2ccccc2)C(=O)NO)CC1,5.346787486224656,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b96f80>
1636,CHEMBL16099,4500.0,CC(C)CC(C(=O)N[C@H](C(=O)Nc1ccccn1)C(C)(C)C)C(O)CS,5.346787486224656,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b96ff0>
1637,CHEMBL2203640,4500.0,COc1ccc(CC2(CCCCCCCC(C)C)C(=O)NC(=O)NC2=O)cc1,5.346787486224656,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b97060>
1638,CHEMBL369317,4517.0,CC(C)ON([C@H](CCN)C(=O)NO)S(=O)(=O)c1ccc(-c2ccccc2)cc1,5.3451499094386055,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b970d0>
1639,CHEMBL3622791,4680.0,COc1cccc(C2=NN(c3ccc(S(N)(=O)=O)cc3)C(c3ccc4ccccc4c3)C2)c1,5.329754146925875,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b97140>
1641,CHEMBL4164016,4800.0,CCNC(=O)CC[C@H](NS(=O)(=O)c1ccc([N+](=O)[O-])cc1)C(=O)O,5.318758762624412,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b971b0>
1642,CHEMBL256187,4819.0,CS(=O)(=O)N(C[C@H](O)C(=O)NO)c1ccc(OCc2ccc(F)cc2)cc1,5.317043073698791,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b97220>
1643,CHEMBL5277375,4830.0,O=C(O)CCC(NC(=O)Cc1ccc(Br)cc1)C(=O)NCc1ccc([N+](=O)[O-])cc1,5.316052869248487,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b97290>
1644,CHEMBL4634160,4830.0,O=C(O)CC[C@@H](NC(=O)Cc1ccc(Br)cc1)C(=O)NCc1ccc([N+](=O)[O-])cc1,5.316052869248487,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b97300>
1645,CHEMBL46818,4900.0,CC(C)[C@H](NS(=O)(=O)c1ccc(-c2ccc(Br)cc2F)cc1)C(=O)O,5.309803919971486,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b97370>
1646,CHEMBL44062,4900.0,CC(C)C[C@H](NS(=O)(=O)c1ccc(-c2ccc(Br)cc2)cc1)C(=O)O,5.309803919971486,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b973e0>
1647,CHEMBL3622795,4950.0,Cc1ccc(C2=NN(c3ccc(S(N)(=O)=O)cc3)C(c3ccc4ccccc4c3)C2)cc1,5.305394801066431,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b97450>
1648,CHEMBL584116,5000.0,CN1C[C@@H](OC(=O)N2CCCCC2)C[C@H](C(=O)NO)[C@H]1C(=O)N1CCN(c2ccccc2)CC1,5.301029995663981,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b974c0>
1649,CHEMBL572302,5000.0,CN1C[C@@H](OC(=O)N2CCCCCC2)C[C@H](C(=O)NO)[C@H]1C(=O)N1CCN(c2ccccc2)CC1,5.301029995663981,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b97530>
1650,CHEMBL4741456,5000.0,COc1ccc(Nc2cc(-c3cccs3)cc3c2c(=O)[nH]c2ccccc23)cc1,5.301029995663981,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b975a0>
1651,CHEMBL1084238,5000.0,O=C(NO)C1(S(=O)(=O)c2ccc(N3CCN(c4ccc(C(F)(F)F)cc4)CC3)cc2)CCOCC1,5.301029995663981,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b97610>
1652,CHEMBL567940,5000.0,CN(C)C(=O)O[C@H]1C[C@H](C(=O)NO)[C@@H](C(=O)N2CCN(c3ccccc3)CC2)N(C)C1,5.301029995663981,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b97680>
1653,CHEMBL572091,5000.0,CN1C[C@@H](OC(=O)N2CC=CC2)C[C@H](C(=O)NO)[C@H]1C(=O)N1CCN(c2ccccc2)CC1,5.301029995663981,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b976f0>
1654,CHEMBL584334,5000.0,CN1C[C@@H](OC(=O)N2CCC2)C[C@H](C(=O)NO)[C@H]1C(=O)N1CCN(c2ccccc2)CC1,5.301029995663981,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b97760>
1655,CHEMBL572045,5000.0,CN1C[C@@H](OC(=O)N2CCCCCCC2)C[C@H](C(=O)NO)[C@H]1C(=O)N1CCN(c2ccccc2)CC1,5.301029995663981,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b977d0>
1657,CHEMBL1916055,5091.0,O=C(N[C@@H]1CC=CCN(O)C1=O)c1ccc(Oc2ccc(Cl)cc2)cc1,5.293196902962662,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b97840>
1658,CHEMBL4435530,5100.0,O=C(CCCNCc1ccc(O)c2ncccc12)Nc1ccccc1,5.292429823902063,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b978b0>
1659,CHEMBL4167291,5140.0,CC(C)CNC(=O)CC[C@H](NS(=O)(=O)c1ccc([N+](=O)[O-])cc1)C(=O)O,5.289036881004725,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b97920>
1660,CHEMBL236974,5150.0,CC(C)[C@H](C(=O)NO)N(Cc1cccnc1)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,5.288192770958808,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b97990>
1661,CHEMBL820,5215.0,CS(=O)(=O)OCCCCOS(C)(=O)=O,5.28274568723745,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b97a00>
1664,CHEMBL201298,5410.0,CCCCCCC(CC(=O)O)C(=O)c1ccc(C#Cc2ccccc2)cc1,5.266802734893431,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b97ae0>
1665,CHEMBL3622220,5430.0,Cc1ccccc1C1=NN(c2ccc(S(N)(=O)=O)cc2)C(c2cccc3ccccc23)C1,5.265200170411153,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b97b50>
1666,CHEMBL3622786,5470.0,NS(=O)(=O)c1ccc(N2N=C(c3ccc(Cl)cc3)CC2c2cccc3ccccc23)cc1,5.262012673666569,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b97bc0>
1667,CHEMBL3826991,5494.0,CCCCCNC(=O)CC[C@H](NS(=O)(=O)c1ccc(-c2ccc(Br)cc2)cc1)C(=O)O,5.260111344915456,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b97c30>
1668,CHEMBL484262,5500.0,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(c3c(C)noc3C)CC2)cc1,5.259637310505756,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b97ca0>
1670,CHEMBL402990,5660.0,COc1ccc2oc(=O)c(CCC(=O)NO)cc2c1,5.247183568811728,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b97d80>
1671,CHEMBL3827162,5715.0,CCCCCNC(=O)CC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O,5.242983765268699,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b97df0>
1672,CHEMBL4203044,5800.0,COc1ccc(-c2ccc(Sc3ccccc3C3CCC(=O)N(O)C3=O)cc2)cc1,5.236572006437063,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b97e60>
1673,CHEMBL3622799,5880.0,NS(=O)(=O)c1ccc(N2N=C(c3ccc(Cl)cc3)CC2c2ccc3ccccc3c2)cc1,5.230622673923861,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b97ed0>
1675,CHEMBL3622790,5920.0,Cc1cccc(C2=NN(c3ccc(S(N)(=O)=O)cc3)C(c3ccc4ccccc4c3)C2)c1,5.22767829327708,<rdkit.Chem.rdchem.Mol object at 0x7d5b99b97f40>
1676,CHEMBL3622792,5960.0,NS(=O)(=O)c1ccc(N2N=C(c3cccc(F)c3)CC2c2ccc3ccccc3c2)cc1,5.224753740259764,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be0040>
1677,CHEMBL4170455,5970.0,CC(C)NC(=O)CC[C@H](NS(=O)(=O)c1ccc([N+](=O)[O-])cc1)C(=O)O,5.224025668870631,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be00b0>
1678,CHEMBL3827196,5991.0,O=C(CC[C@H](NS(=O)(=O)c1ccc(-c2ccc(Br)cc2)cc1)C(=O)O)NCc1ccccc1,5.2225006804096346,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be0120>
