,molecule_chembl_id,IC50,smiles,pIC50,molecular_weight,heavy_atoms,rotatable_bonds,n_hba,n_hbd,logp,reos_fulfilled
1233,CHEMBL254718,256.0,CS(=O)(=O)N(C[C@@H](C(=O)NO)N1CCN(c2ccc(Cl)cc2)CC1)c1ccc(Oc2ccc(C(F)(F)F)cc2)cc1,6.59176003468815,612.142103336,41,9,7,2,4.613300000000004,True
1234,CHEMBL147489,258.0,O=C(NO)C1c2ccc(O)cc2CCN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,6.58838029403677,393.06307082,27,4,7,3,1.0938999999999999,True
1235,CHEMBL208136,258.0,O=C(O)C(CCN1C(=O)c2ccccc2C1=O)S(=O)(=O)c1ccc(N2CC=C(c3ccc(Cl)cc3)CC2)cc1,6.58838029403677,564.1121852,39,8,6,1,4.546900000000004,True
1236,CHEMBL291213,260.0,CC(C)[C@@H](NS(=O)(=O)c1ccc(C#Cc2ccc(Oc3ccccc3)cc2)s1)C(=O)O,6.585026652029182,455.086114772,31,7,5,2,4.327700000000003,True
1237,CHEMBL1083932,265.0,O=C(NO)C1(S(=O)(=O)c2ccc(N3CCC(c4ccccc4)CC3)cc2)CCOCC1,6.576754126063192,444.17189299599994,31,5,6,2,2.898900000000001,True
1238,CHEMBL1084509,270.0,O=C(NO)C1(S(=O)(=O)c2ccc(N3CCN(c4ccc(Cl)cc4)CC3)cc2)CCOCC1,6.568636235841012,479.12816961199997,32,5,7,2,2.4949000000000003,True
1239,CHEMBL160245,270.0,CC(C)[C@@H](NS(=O)(=O)c1ccc(NC(=O)c2ccc([N+](=O)[O-])cc2)cc1)C(=O)O,6.568636235841012,421.09437094799995,29,8,6,3,2.2346,True
1240,CHEMBL393828,281.0,CC(C)[C@H](C(=O)NO)N(Cc1ccccc1)S(=O)(=O)c1ccc(F)cc1,6.55129368009492,380.120606372,26,7,4,2,2.5466000000000006,True
1241,CHEMBL1812949,282.0,O=C1NC(=O)C(c2ccc(Oc3ccccc3)cc2)(N2CCCN(C(=O)c3ccc(Br)cc3)CC2)C(=O)N1,6.549750891680639,576.1008320000001,38,5,6,2,3.650800000000002,True
1242,CHEMBL388982,286.0,CCC(C)ON(C(C(=O)NO)C(C)C)S(=O)(=O)c1ccc(OC)cc1,6.543633966870956,374.151157552,25,9,6,2,1.9459999999999995,True
1243,CHEMBL270868,286.0,Cc1ccc(Oc2ccc(N(C[C@H](O)C(=O)NO)S(=O)(=O)C(C)C)cc2)cc1,6.543633966870956,408.1355074879999,28,8,6,3,2.198219999999999,True
1244,CHEMBL1090283,290.0,O=C(CNS(=O)(=O)c1ccc(Br)cc1)NO,6.537602002101044,307.94663986800003,16,4,4,3,0.2328,True
1245,CHEMBL251827,295.0,Cc1ccc(Oc2ccc(N(C[C@H](C(=O)NO)N3CCOCC3)S(C)(=O)=O)cc2)cc1,6.530177984021837,449.1620565839999,31,8,7,2,1.7595199999999998,True
1246,CHEMBL5284605,300.0,O=C(CCCSc1nc(=O)c2ccccc2[nH]1)Nc1nc2ccccc2[nH]1,6.522878745280337,379.1102957840001,27,6,5,3,3.3104000000000005,True
1247,CHEMBL261932,301.0,O=C(C[C@H](CSc1ccccc1)C(=O)O)c1ccc(-c2ccc(Cl)cc2)cc1,6.521433504406157,410.074343148,28,8,3,1,6.072900000000004,True
1248,CHEMBL19005,304.0,CC#CCOc1ccc(S(=O)(=O)N(C)c2c(C)cc(Br)cc2C(=O)NO)cc1,6.517126416391246,466.019804808,28,6,5,2,3.103720000000001,True
1249,CHEMBL321556,309.0,CC#CCOc1ccc(S(=O)(=O)N(C)CC(=O)NO)cc1,6.510041520575165,312.077992612,21,6,5,2,0.21460000000000024,True
1250,CHEMBL252678,309.0,O=C(NO)[C@H]1CC2(CC2)CN(C(=O)OCc2ccccc2)[C@@H]1C(=O)N1C=CC(c2ccccc2)CC1,6.510041520575165,489.226371092,36,5,5,2,3.829100000000003,True
1252,CHEMBL574370,310.0,O=C(Cc1ccccc1S(=O)(=O)c1ccc(-c2ccccc2)cc1)NO,6.508638306165727,367.08782902400003,26,5,4,2,3.2343,True
1253,CHEMBL255171,315.0,O=c1c(NS(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)cccn1O,6.501689446210399,392.02337019600003,26,5,6,2,3.3321000000000014,True
1254,CHEMBL550038,318.0,CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)oc1ccc(N3CCOC3=O)cc12)C(=O)O,6.497572880015568,432.0991219799999,30,6,6,2,2.9301000000000013,True
1255,CHEMBL1169492,318.0,COc1ccc(S(=O)(=O)N(Cc2ccccc2)[C@H]2CCCC[C@H]2C(=O)NO)cc1,6.497572880015568,418.15624293199994,29,7,5,2,2.9503000000000004,True
1256,CHEMBL515083,322.0,COc1ccc(S(=O)(=O)N(CC(=O)O)CC(=O)NO)cc1,6.492144128304169,318.052171788,21,7,6,3,-0.7240999999999984,True
1257,CHEMBL5420372,329.0,CCCCCCN([C@@H](C(=O)O)C(C)C)S(=O)(=O)c1ccc(-c2nc(-c3ccc(C)s3)no2)cc1,6.482804102050025,505.170513092,34,12,7,1,5.453720000000005,True
1258,CHEMBL373721,330.0,COc1ccc(S(=O)(=O)N(CC(=O)NO)OCc2ccc(Cl)cc2)cc1,6.481486060122112,400.04958494400006,26,8,6,2,1.9764999999999997,True
1259,CHEMBL2431020,330.0,O=C(CNS(=O)(=O)c1ccc(OCc2cc(F)cc(F)c2)cc1)NO,6.481486060122112,372.059148988,25,7,5,3,1.3274999999999997,True
1260,CHEMBL173075,330.0,CCCCCCC1(c2ccccc2)C(=O)NC(=O)NC1=O,6.481486060122112,288.14739249999997,21,6,3,2,2.2607999999999997,True
1261,CHEMBL146289,335.0,O=C(NO)C1c2ccc(O)cc2CCN1S(=O)(=O)c1ccccc1,6.474955192963154,348.077992612,24,3,5,3,1.1857,True
1262,CHEMBL574605,340.0,CC(C(=O)NO)c1ccccc1S(=O)(=O)c1ccc(-c2ccccc2)cc1,6.468521082957745,381.10347908800003,27,5,4,2,3.795300000000003,True
1263,CHEMBL49186,340.0,O=C(O)[C@@H](Cc1ccccc1)NS(=O)(=O)c1ccc(C#Cc2ccccc2)cc1,6.468521082957745,405.10347908800003,29,6,3,2,3.0606000000000018,True
1264,CHEMBL125901,341.0,O=C(O)[C@H]1[C@H](Cn2nnc3ccccc3c2=O)CC[C@@H]1Sc1ccc(-c2ccncc2)cc1,6.467245621007502,458.14126156400005,33,6,7,1,4.125200000000003,True
1265,CHEMBL402639,344.0,Cc1ccc(Oc2ccc(N(C[C@H](O)C(=O)NO)S(=O)(=O)c3ccccc3)cc2)cc1,6.46344155742847,442.1198574239999,31,8,6,3,2.8489200000000006,True
1266,CHEMBL311768,346.0,COc1ccc(S(=O)(=O)N(Cc2ccccc2)c2cc(C)ccc2C(=O)NO)cc1,6.460923901207224,426.12494280399994,30,7,5,2,3.5181200000000015,True
1267,CHEMBL3359658,346.4,CC(C)N(C)c1ccc(-c2cn(-c3ccc(S(=O)(=O)C4(C(=O)NO)CCNCC4)cc3)nn2)cc1,6.460422116654691,498.20492444,35,7,9,3,2.1801999999999992,True
1268,CHEMBL96636,349.0,CC#CCOc1ccc(S(=O)(=O)N[C@@H](C(=O)NO)c2ccc(OCCNC)cc2)cc1,6.45717457304082,447.14640652,31,11,7,4,1.2119,True
1269,CHEMBL1084221,350.0,O=C(NO)C1(S(=O)(=O)c2ccc(N3CCC(c4ccc(Cl)cc4)CC3)cc2)CCOCC1,6.455931955649724,478.13292064399997,32,5,6,2,3.5523000000000025,True
1270,CHEMBL159229,350.0,O=C(O)[C@@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c1ccc(/N=N/c2ccccc2)cc1,6.455931955649724,448.12052612,32,8,5,3,4.557500000000003,True
1271,CHEMBL80322,353.0,COc1ccc(S(=O)(=O)N(Cc2ccccc2)c2ccc(C)cc2C(=O)NO)cc1,6.452225294612178,426.12494280399994,30,7,5,2,3.5181200000000015,True
1272,CHEMBL1082966,356.0,O=C(NO)C1(S(=O)(=O)c2ccc(N3CCN(c4ccccc4F)CC3)cc2)CCOCC1,6.448550002027124,463.15772015199997,32,5,7,2,1.980599999999999,True
1273,CHEMBL2088994,360.0,O=C(/C=C/c1ccco1)N[C@H]1C[C@H](C(=O)NO)N(S(=O)(=O)c2ccc(Cl)c(Cl)c2)C1,6.443697499232712,473.02151162399997,30,6,6,3,2.053,True
1274,CHEMBL472915,360.0,COc1ccc(/C=C/C(=O)N2C[C@@H](NC(=O)c3cccnc3)C[C@H]2C(=O)NO)cc1OC,6.443697499232712,440.16958448799994,32,7,7,3,1.0168999999999997,True
1275,CHEMBL310342,364.0,CCN1CCC(C(=O)NO)(S(=O)(=O)c2ccc(OC)cc2)CC1,6.438898616350944,342.124942804,23,5,6,2,0.8288000000000002,True
1276,CHEMBL305024,370.0,CCCC[C@H]1C(=O)N[C@@H](CS)C(=O)N1CC1CCCCC1,6.431798275933005,312.187149136,21,6,3,2,2.3823,True
1277,CHEMBL442057,370.0,COc1ccc(S(=O)(=O)N(OC(C)C)C(C(=O)NO)C(C)C)cc1,6.431798275933005,360.135507488,24,8,6,2,1.5558999999999994,True
1278,CHEMBL78709,374.0,COc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(C(C)C)CC2)cc1,6.427128397799519,356.140592868,24,5,6,2,1.2172999999999992,True
1279,CHEMBL1812938,376.0,CCOc1ccc(OCC)c(C(=O)N2CCCN(C3(c4ccc(Oc5ccccc5)cc4)C(=O)NC(=O)NC3=O)CC2)c1,6.424812155072339,586.242749428,43,9,8,2,3.6857000000000015,True
1281,CHEMBL1770697,380.0,CN(C(=O)CCCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCOCC2)cc1)c1ccc(OC(F)(F)F)cc1,6.42021640338319,560.1440214839998,38,10,8,2,3.235500000000001,True
1282,CHEMBL404270,383.0,CS(=O)(=O)N(CC(=O)NO)c1ccc(Oc2ccccc2)cc1,6.416801226031377,336.077992612,23,6,5,2,1.7503000000000002,True
1283,CHEMBL222854,385.0,CC#CCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3ccc(Br)cc3)CC2)cc1,6.414539270491499,520.0667550000001,32,7,6,2,3.1651000000000016,True
1284,CHEMBL18895,387.0,COCC#CCOc1ccc(S(=O)(=O)N(C)c2c(C)cc(Br)cc2C(=O)NO)cc1,6.412289034981089,496.03036949200003,30,7,6,2,2.73022,True
1285,CHEMBL4249544,388.0,COc1ccc(/C=C/C(=O)N2C[C@@H](NC(=O)c3ccc4no[n+]([O-])c4c3)C[C@H]2C(=O)NO)cc1OC,6.411168274405792,497.15466269599995,36,7,9,3,0.39650000000000085,True
1286,CHEMBL416173,389.0,CCCCC#CCOc1ccc(S(=O)(=O)N(C)c2c(C)cc(Br)cc2C(=O)NO)cc1,6.410050398674292,508.066755,31,8,5,2,4.274020000000003,True
1287,CHEMBL489100,389.0,Cc1cc(COc2ccc([C@]3(N)CCN([C@H](CC(C)C)C(=O)NO)C3=O)cc2)c2ccccc2n1,6.410050398674292,476.24235550399993,35,8,6,3,3.4286200000000013,True
1288,CHEMBL3752747,393.0,CC(C)C(NS(=O)(=O)c1ccc(-c2ccc(F)nc2)cc1)P(=O)(O)O,6.405607449624574,388.06580752599996,25,6,4,3,2.325800000000001,True
1289,CHEMBL3085322,399.0,CC#CCOc1ccc([S@@+]([O-])[C@H](C(=O)NO)C(C)C)cc1,6.399027104313252,309.10347908800003,21,6,4,2,1.7263,True
1290,CHEMBL483857,400.0,O=S(=O)(CC1CS1)c1ccc(Oc2ccccc2)cc1,6.3979400086720375,306.03843630800003,20,5,4,0,3.368000000000002,True
1291,CHEMBL35476,400.0,O=C(c1ccccc1)c1ccc(S(=O)(=O)CC(CCCc2ccccc2)C(=O)O)cc1,6.3979400086720375,436.13444486799995,31,10,4,1,4.415000000000004,True
1292,CHEMBL398641,406.0,Cc1cc(C2CCN(S(=O)(=O)C(C)(C)C(=O)NO)CC2)ccc1-c1cccc(OCCO)c1,6.391473966422806,476.1981077439999,33,8,6,3,2.826320000000001,True
1293,CHEMBL584122,410.0,COc1ccc(Oc2ccc(S(=O)(=O)c3ccccc3C(=O)NO)cc2)cc1,6.3872161432802645,399.07765826400004,28,6,6,2,3.439300000000001,True
1294,CHEMBL2111687,410.0,CC(C)(C)[C@H](NC(=O)C(C[C@@H]1CCc2ccccc2C1)[C@H](O)C(=O)NO)C(N)=O,6.3872161432802645,405.22637109199997,29,7,5,5,0.6803000000000015,True
1295,CHEMBL237384,414.0,CC(C)[C@H](C(=O)NO)N(Cc1cccnc1)S(=O)(=O)c1ccc(F)cc1,6.3829996588791005,381.11585534,26,7,5,2,1.9415999999999995,True
1296,CHEMBL313340,415.0,COCCOC(=O)N1CCC(C(NS(=O)(=O)c2ccc(-c3ccccc3)cc2)C(=O)O)CC1,6.381951903287908,476.16172223599995,33,9,6,2,2.5801000000000007,True
1297,CHEMBL579067,420.0,COc1ccc(Oc2ccc(S(=O)(=O)c3ccccc3CC(=O)O)cc2)cc1,6.376750709602099,398.082409296,28,7,5,1,3.947400000000002,True
1298,CHEMBL434567,428.0,COC(=O)N1CC2(CC2)C[C@H](C(=O)NO)[C@H]1C(=O)N1CC=C(c2ccccc2)CC1,6.368556230986828,413.195070964,30,3,5,2,2.0448000000000004,True
1299,CHEMBL251865,428.0,COC(=O)N1CC2(CC2)C[C@H](C(=O)NO)[C@H]1C(=O)N1C=CC(c2ccccc2)CC1,6.368556230986828,413.195070964,30,3,5,2,2.2587,True
1300,CHEMBL3618464,428.6,CC(=O)Nc1ccc(Oc2ccc(S(=O)(=O)C[C@H]3CS3)cc2)cc1,6.36794783329419,363.05990002400006,24,6,5,1,3.3264000000000022,True
1301,CHEMBL1093689,430.0,O=C(NO)[C@@H](CCN1C(=O)c2ccccc2C1=O)NS(=O)(=O)c1ccc(-c2ccccc2C(F)(F)F)cc1,6.366531544420413,547.10249102,38,8,6,3,3.211000000000002,True
1302,CHEMBL4072836,439.0,CC[C@H](Cc1ccc(C(F)(F)F)cc1)C(=O)NC[C@@]1(C2CC2)NC(=O)NC1=O,6.357535479757878,397.161326224,28,7,3,3,2.3785,True
1303,CHEMBL77237,440.0,COc1ccc(S(=O)(=O)N(Cc2ccccc2)c2cccc(C)c2C(=O)NO)cc1,6.356547323513812,426.12494280399994,30,7,5,2,3.5181200000000015,True
1304,CHEMBL4517346,440.0,COc1ccccc1Nc1nc(-c2sc(NC(C)=O)nc2C)cs1,6.356547323513812,360.071467752,24,5,7,2,4.285620000000002,True
1305,CHEMBL80565,447.0,CCCC(CCC)(C(=O)NO)S(=O)(=O)c1ccc(OC)cc1,6.349692476868063,329.129693836,22,8,5,2,2.313300000000001,True
1306,CHEMBL1085602,450.0,O=C(NO)C1(S(=O)(=O)c2ccc(N3CCN(c4ccccc4)CC3)cc2)CCOCC1,6.346787486224656,445.167141964,31,5,7,2,1.8414999999999988,True
1307,CHEMBL403185,451.0,CC(C)COC(=O)N1CC2(CC2)C[C@H](C(=O)NO)[C@H]1C(=O)N1C=CC(c2ccccc2)CC1,6.345823458122039,455.242021156,33,5,5,2,3.284900000000002,True
1308,CHEMBL310324,452.0,CCCCN1CCC(C(=O)NO)(S(=O)(=O)c2ccc(OC)cc2)CC1,6.3448615651886175,370.15624293199994,25,7,6,2,1.609,True
1309,CHEMBL212481,454.0,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(C(=O)c3ccccc3)CC2)cc1,6.342944147142896,470.151157552,33,7,6,2,2.2904,True
1310,CHEMBL19279,455.0,C#CC(C)Oc1ccc(S(=O)(=O)N(C)c2c(C)cc(Br)cc2C(=O)NO)cc1,6.341988603342887,466.019804808,28,6,5,2,3.10212,True
1311,CHEMBL2385445,460.0,CC(C)COc1ccc(C(=O)Nc2ccc(S(=O)(=O)N[C@H](Cc3c[nH]c4ccccc34)C(=O)O)cc2)cc1,6.337242168318426,535.177706648,38,11,5,4,4.4292000000000025,True
1312,CHEMBL4585243,460.0,O=C(O)[C@H]1[C@H](Cn2nnc3ccccc3c2=O)CC[C@@H]1C(=O)c1ccc(OCCC2CCOCC2)cc1,6.337242168318426,505.22128571199994,37,9,8,1,3.5969000000000024,True
1313,CHEMBL269797,472.0,CS(=O)(=O)N(C[C@H](O)C(=O)NO)c1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,6.326058001365912,435.07119089200006,29,7,7,3,1.5249999999999997,True
1314,CHEMBL18943,477.0,Cc1cc(Br)cc(C(=O)NO)c1N(C)S(=O)(=O)c1ccc(OCC#CCO)cc1,6.321481620959887,482.0147194279999,29,6,6,3,2.0761199999999995,True
1315,CHEMBL1957605,480.0,O=C(NO)[C@@H]1CS(=O)(=O)CN1S(=O)(=O)c1ccc(-c2ccccc2)cc1,6.318758762624412,396.044978232,26,4,6,2,0.6042000000000003,True
1316,CHEMBL2114138,480.0,CC1(C)OC[C@@H]([C@@H](CS(=O)(=O)c2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)N(O)C=O)O1,6.318758762624412,505.10182232399995,34,9,8,1,3.5189000000000012,True
1317,CHEMBL312585,484.0,COc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(C)CC2)cc1,6.315154638355588,328.10929274,22,4,6,2,0.43869999999999965,True
1318,CHEMBL3827073,492.0,O=C(CC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O)NCc1ccccc1,6.308034897232639,452.14059286799994,32,10,4,3,3.181700000000001,True
1319,CHEMBL569388,498.0,O=C(NO)[C@H]1CC(OC(=O)N2CCCC2)CN[C@@H]1C(=O)N1CC=C(c2ccccc2)CC1,6.302770657240282,442.22162006,32,4,6,3,1.3868000000000005,True
1320,CHEMBL95068,500.0,O=C(N1CCCCC1)P(=O)(O)O,6.301029995663981,193.05039449400002,12,1,2,2,0.77,True
1321,CHEMBL1770711,500.0,CN(C)c1ccc(NC(=O)CCCCOc2ccc(S(=O)(=O)C3(C(=O)NO)CCOCC3)cc2)cc1,6.301029995663981,519.2039213959999,36,11,8,3,2.768700000000001,True
1322,CHEMBL3971551,510.0,CC(C)[C@H](C(=O)O)N(CCNC(=O)c1ccccc1)S(=O)(=O)c1ccc(-c2ccccc2)cc1,6.292429823902063,480.17189299599994,34,10,4,2,3.8835000000000024,True
1323,CHEMBL341249,512.0,O=C(O)[C@H]1[C@H](Cn2nnc3ccccc3c2=O)CC[C@@H]1S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1,6.290730039024169,523.096869484,36,6,7,1,4.0652000000000035,True
1324,CHEMBL2151352,517.0,O=C1NC(=O)C(O)(CC(=O)c2ccc(-c3ccccc3)cc2)C(=O)N1,6.286509456906058,338.090271548,25,4,5,3,1.0234999999999999,True
1326,CHEMBL4531635,520.0,O=C(Nc1ccc(S(=O)(=O)C2CCC[C@@H]2C(=O)NO)cc1)OCc1ccccc1,6.2839966563652006,418.119857424,29,6,6,3,2.8831000000000016,True
1327,CHEMBL256067,522.0,COc1ccc(-c2ccc(S(=O)(=O)Cn3cccc(O)c3=O)s2)cc1,6.282329496997738,377.03916458,25,5,7,1,2.7224000000000013,True
1328,CHEMBL4238489,524.0,COc1ccc(/C=C/C(=O)N2C[C@@H](NC(=O)c3cccc4no[n+]([O-])c34)C[C@H]2C(=O)NO)cc1OC,6.280668713016274,497.154662696,36,7,9,3,0.39650000000000085,True
1329,CHEMBL485492,529.1,CC(=O)Nc1ccc(Oc2ccc(S(=O)(=O)CC3CS3)cc2)cc1,6.276462238467943,363.05990002400006,24,6,5,1,3.3264000000000022,True
1330,CHEMBL254295,535.0,Cc1cc(C2CCN(S(=O)(=O)CC3(C(=O)NO)CCN(C(=O)O[C@H]4CCOC4)CC3)CC2)cc(C)c1C#N,6.271646217978772,548.230470492,38,6,8,2,2.19742,True
1331,CHEMBL372263,550.0,C[Si](C)(C)c1ccc(N2CCN(C3(c4ccc(Oc5ccc(Br)cc5)cc4)C(=O)NC(=O)NC3=O)CC2)cc1,6.259637310505756,606.129794102,39,6,6,2,4.170100000000003,True
1332,CHEMBL10454,553.0,COc1ccc(-c2ccc(S(=O)(=O)NC(CC#Cc3ccccc3)C(=O)O)cc2)cc1,6.257274868695301,435.11404377199995,31,7,4,2,3.5355000000000016,True
1333,CHEMBL70207,554.0,Cc1cc(C)c(N(Cc2ccccc2)S(=O)(=O)c2ccc(OCc3ccccc3)cc2)c(C(=O)NO)c1,6.2564902352715706,516.171892996,37,9,5,2,5.396940000000004,True
1334,CHEMBL476,556.0,CN(C)/N=N/c1[nH]cnc1C(N)=O,6.254925208417943,182.09160894,13,3,4,2,0.0688999999999999,True
1335,CHEMBL1957600,560.0,O=C(NO)[C@@H]1CSCN1S(=O)(=O)c1cccc2cccnc12,6.251811972993799,339.03474789600006,22,3,6,2,0.8037999999999996,True
1337,CHEMBL2088991,560.0,COc1ccc(C(=O)N[C@@H]2C[C@H](C(=O)NO)N(S(=O)(=O)c3ccc(Cl)c(Cl)c3)C2)c(OC)c1,6.251811972993799,517.0477263719999,33,7,7,3,2.0776,True
1339,CHEMBL2151357,561.0,O=C1NC(=O)C(O)(CC(=O)c2ccc(-c3ccc(CO)cc3)cc2)C(=O)N1,6.251037138743839,368.100836232,27,5,6,4,0.5157999999999999,True
1340,CHEMBL287632,570.0,CC(C)CC(C(=O)NC(C)(C)C)N1C(=O)[C@H](CS)NC(=O)[C@@H]1Cc1ccc([N+](=O)[O-])cc1,6.2441251443275085,464.20934112399993,32,8,6,3,2.0921000000000003,True
1341,CHEMBL521719,577.0,O=C(NO)[C@H]1CC2(CC[C@@H]1C(=O)N1CCN(c3ccccc3)CC1)CC2,6.238824186844269,357.205241724,26,3,4,2,2.0370999999999997,True
1343,CHEMBL347658,580.0,O=C(O)[C@@H](Cc1ccccc1)NS(=O)(=O)c1ccc(-c2nnn(-c3ccccc3)n2)cc1,6.236572006437063,449.11577508800013,32,8,7,2,2.3035000000000005,True
1344,CHEMBL3633818,590.0,O=C(NO)[C@H]1C[C@@H](NS(=O)(=O)c2ccc(-c3ccccc3)cc2)CN1S(=O)(=O)c1ccc(Cl)c(Cl)c1,6.229147988357855,569.0248827519999,36,7,6,3,3.275900000000002,True
1345,CHEMBL380049,591.0,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(C(C)=O)CC2)cc1,6.228412519118745,408.135507488,28,6,6,2,0.9964999999999999,True
1346,CHEMBL35059,595.0,Cc1nn(C)c2ncc(C(=O)NO)c(N(C)S(=O)(=O)c3ccc(F)cc3)c12,6.22548303427145,393.09070321199994,27,4,7,2,1.3599199999999994,True
1347,CHEMBL82113,597.0,COCCOC(=O)N1CCC(C(NS(=O)(=O)c2ccc(Oc3ccccc3)cc2)C(=O)O)CC1,6.224025668870631,492.1566368559999,34,10,7,2,2.705400000000001,True
1348,CHEMBL1957604,600.0,O=C(NO)[C@@H]1C[S+]([O-])CN1S(=O)(=O)c1ccc(-c2ccccc2)cc1,6.221848749616356,380.05006361200003,25,4,5,2,0.9380999999999997,True
1350,CHEMBL253256,604.0,Cc1cccc(C2CCN(C(=O)[C@H]3NCC4(CC4)C[C@@H]3C(=O)NO)CC2)c1,6.218963061378869,371.22089178799996,27,3,4,3,1.9647199999999996,True
1352,CHEMBL241405,610.0,COC(=O)[C@@H](Cc1ccc(O)c(O)c1)OC(=O)/C=C/c1ccc(O)c(O)c1,6.214670164989233,374.10016753599996,27,6,8,4,1.8497000000000001,True
1353,CHEMBL1834425,611.0,Cl.Nc1ccc(Oc2ccc(S(=O)(=O)CC3CS3)cc2)cc1,6.213958789757446,357.02601305200005,22,5,5,1,3.3720000000000017,True
1354,CHEMBL235916,614.0,CC(C)[C@H](C(=O)NO)N(Cc1ccccc1)S(=O)(=O)c1ccc(N(C)C)cc1,6.211831628858832,405.172227344,28,8,5,2,2.4735000000000005,True
1355,CHEMBL3827615,636.0,O=C(CC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O)NC1CCCCC1,6.196542884351587,444.17189299599994,31,9,4,3,3.3142000000000023,True
1357,CHEMBL432583,640.0,CC(C)(C)[C@H](NC(=O)[C@H](Cc1ccc2ccccc2c1)[C@H](O)C(=O)NO)C(N)=O,6.1938200260161125,401.19507096399997,29,7,5,5,0.8810000000000007,True
1358,CHEMBL340345,642.0,O=C(O)[C@H]1[C@H](CN2NNc3[nH]cnc3C2=O)CC[C@@H]1Sc1ccc(-c2ccc(Cl)cc2)cc1,6.192464971931146,483.11318824399996,33,6,6,4,4.289100000000002,True
1359,CHEMBL19269,643.0,CNCC#CCOc1ccc(S(=O)(=O)N(C)c2c(C)cc(Br)cc2C(=O)NO)cc1,6.191789027075778,495.04635390399994,30,7,6,3,2.3032200000000005,True
1360,CHEMBL77505,649.0,COc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(C(C)(C)C)CC2)cc1,6.187755303199631,370.156242932,25,4,6,2,1.6073999999999988,True
1361,CHEMBL308305,650.0,COc1ccc(S(=O)(=O)N(Cc2ccccc2)c2ccccc2C(=O)NO)cc1,6.187086643357144,412.10929273999994,29,7,5,2,3.2097000000000007,True
1362,CHEMBL1795860,650.0,CCCCc1ccc(C#Cc2ccc(S(=O)(=O)N[C@H](Cc3csc4ccccc34)C(=O)NO)s2)cc1,6.187086643357144,538.105470312,36,9,6,3,5.100200000000004,True
1363,CHEMBL221857,650.0,O=C(NO)[C@H]1CC2(CC2)CN[C@@H]1C(=O)N1CCN(c2ccccc2)CC1,6.187086643357144,358.20049069199996,26,3,5,3,0.5989000000000004,True
1364,CHEMBL2151361,650.0,CS(=O)(=O)c1ccc(-c2ccc(C(=O)CC3(O)C(=O)NC(=O)NC3=O)cc2)cc1,6.187086643357144,416.067821852,29,5,7,3,0.42699999999999977,True
1365,CHEMBL38851,655.0,N#Cc1ccc(-c2ccc(OCCC(=O)NO)cc2)cc1,6.183758700008217,282.100442308,21,5,4,2,2.49958,True
1366,CHEMBL4580198,660.0,O=C(CCCCCNCc1cc(Cl)c2cccnc2c1O)Nc1ccccc1,6.180456064458131,397.155704688,28,9,4,3,4.882500000000004,True
1367,CHEMBL1939845,660.0,CC(C)[C@@H]1C(=O)N(O)C(=O)CN1S(=O)(=O)c1ccc(-c2ccccc2)cc1,6.180456064458131,388.10929274,27,4,5,1,2.1269,True
1368,CHEMBL125138,661.0,O=C(O)[C@H]1[C@H](Cn2nnc3ccccc3c2=O)CC[C@@H]1Sc1ccc(-c2nc3ccccc3s2)cc1,6.17979854051436,514.1133325640001,36,6,8,1,5.3399000000000045,True
1369,CHEMBL1770710,670.0,O=C(CCCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCOCC2)cc1)N1CCCCC1,6.173925197299173,454.1773723,31,8,7,2,1.6863999999999992,True
1370,CHEMBL1784362,670.0,O=CN(O)C1(CS(=O)(=O)N2CCC(CCc3ccccc3)CC2)CCOCC1,6.173925197299173,410.18754305999994,28,8,5,1,2.0577999999999994,True
1371,CHEMBL401870,677.0,CS(=O)(=O)N1CC2(CC2)C[C@H](C(=O)NO)[C@H]1C(=O)N1C=CC(c2ccccc2)CC1,6.169411331314856,433.16714196400005,30,4,5,2,1.4519000000000009,True
1372,CHEMBL3618463,677.2,CC(=O)Nc1ccc(Oc2ccc(S(=O)(=O)C[C@@H]3CS3)cc2)cc1,6.169283050563102,363.05990002400006,24,6,5,1,3.3264000000000022,True
1373,CHEMBL160465,680.0,O=C(Nc1ccc(S(=O)(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)O)cc1)c1ccccc1,6.167491087293763,463.120191772,33,8,4,4,3.394400000000001,True
